key	display_path	logic_file_override	collision_file_override	logic_file	collision_file
brt_house_slum_03	buildings/brt/slum_buildings			rigidmodels\buildings\brt_house_slum_03\brt_house_slum_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_slum_03\brt_house_slum_03_tech.cs2.collision
brt_house_stkd_01	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_stkd_01\brt_house_stkd_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_01\brt_house_stkd_01_tech.cs2.collision
brt_house_stkd_02	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_stkd_02\brt_house_stkd_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_02\brt_house_stkd_02_tech.cs2.collision
brt_house_stkd_03	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_stkd_03\brt_house_stkd_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_03\brt_house_stkd_03_tech.cs2.collision
brt_house_stkd_04	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_stkd_04\brt_house_stkd_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_04\brt_house_stkd_04_tech.cs2.collision
brt_house_ter_01	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_01\brt_house_ter_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_01\brt_house_ter_01_tech.cs2.collision
brt_house_ter_02	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_02\brt_house_ter_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_02\brt_house_ter_02_tech.cs2.collision
brt_house_ter_03	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_03\brt_house_ter_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_03\brt_house_ter_03_tech.cs2.collision
brt_house_ter_04	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_04\brt_house_ter_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_04\brt_house_ter_04_tech.cs2.collision
brt_house_ter_05	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_05\brt_house_ter_05_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_05\brt_house_ter_05_tech.cs2.collision
brt_house_ter_06	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_ter_06\brt_house_ter_06_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_06\brt_house_ter_06_tech.cs2.collision
brt_house_wooden_01	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_wooden_01\brt_house_wooden_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_01\brt_house_wooden_01_tech.cs2.collision
brt_house_wooden_02	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_wooden_02\brt_house_wooden_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_02\brt_house_wooden_02_tech.cs2.collision
brt_house_wooden_03	buildings/brt/infield/houses			rigidmodels\buildings\brt_house_wooden_03\brt_house_wooden_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_03\brt_house_wooden_03_tech.cs2.collision
brt_landscape_01	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_01\brt_landscape_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_01\brt_landscape_01_tech.cs2.collision
brt_landscape_01_a	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_01_a\brt_landscape_01_a_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_01_a\brt_landscape_01_a_tech.cs2.collision
brt_landscape_02	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_02\brt_landscape_02_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_02\brt_landscape_02_tech.cs2.collision
brt_landscape_03	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_03\brt_landscape_03_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_03\brt_landscape_03_tech.cs2.collision
brt_landscape_03_a	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_03_a\brt_landscape_03_a_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_03_a\brt_landscape_03_a_tech.cs2.collision
brt_landscape_bridge_01	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_bridge_01\brt_landscape_bridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_bridge_01\brt_landscape_bridge_01_tech.cs2.collision
brt_landscape_walling_01	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_walling_01\brt_landscape_walling_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_01\brt_landscape_walling_01_tech.cs2.collision
brt_landscape_walling_02	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_walling_02\brt_landscape_walling_02_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_02\brt_landscape_walling_02_tech.cs2.collision
brt_landscape_walling_45	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_walling_45\brt_landscape_walling_45_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_45\brt_landscape_walling_45_tech.cs2.collision
brt_landscape_walling_45_f	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_walling_45_f\brt_landscape_walling_45_f_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_45_f\brt_landscape_walling_45_f_tech.cs2.collision
brt_landscape_walling_end	buildings/brt/landscape			rigidmodels\buildings\brt_landscape_walling_end\brt_landscape_walling_end_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_end\brt_landscape_walling_end_tech.cs2.collision
brt_lotl_01	buildings/brt/statues			rigidmodels\buildings\brt_lotl_01\brt_lotl_01_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_01\brt_lotl_01_tech.cs2.collision
brt_lotl_02	buildings/brt/statues			rigidmodels\buildings\brt_lotl_02\brt_lotl_02_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_02\brt_lotl_02_tech.cs2.collision
brt_lotl_vines_01	buildings/brt/statues			rigidmodels\buildings\brt_lotl_vines_01\brt_lotl_vines_01_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_vines_01\brt_lotl_vines_01_tech.cs2.collision
brt_marketdecotarp_03	buildings/brt/props			rigidmodels\buildings\brt_marketdecotarp_03\brt_marketdecotarp_03_tech.cs2.parsed	rigidmodels\buildings\brt_marketdecotarp_03\brt_marketdecotarp_03_tech.cs2.collision
brt_marketdecotarp_06	buildings/brt/props			rigidmodels\buildings\brt_marketdecotarp_06\brt_marketdecotarp_06_tech.cs2.parsed	rigidmodels\buildings\brt_marketdecotarp_06\brt_marketdecotarp_06_tech.cs2.collision
brt_menhir_01	terrain_props/wh_rocks			rigidmodels\buildings\brt_menhir_01\brt_menhir_01_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_01\brt_menhir_01_tech.cs2.collision
brt_menhir_02	terrain_props/wh_rocks			rigidmodels\buildings\brt_menhir_02\brt_menhir_02_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_02\brt_menhir_02_tech.cs2.collision
brt_menhir_03	terrain_props/wh_rocks			rigidmodels\buildings\brt_menhir_03\brt_menhir_03_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_03\brt_menhir_03_tech.cs2.collision
brt_outfield_circled_01	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_circled_01\brt_outfield_circled_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_circled_01\brt_outfield_circled_01_tech.cs2.collision
brt_outfield_skybridge_01	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_skybridge_01\brt_outfield_skybridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_skybridge_01\brt_outfield_skybridge_01_tech.cs2.collision
brt_outfield_struc_wall_01	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_01\brt_outfield_struc_wall_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_01\brt_outfield_struc_wall_01_tech.cs2.collision
brt_outfield_struc_wall_01_arched	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_01_arched\brt_outfield_struc_wall_01_arched_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_01_arched\brt_outfield_struc_wall_01_arched_tech.cs2.collision
brt_outfield_struc_wall_02	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_02\brt_outfield_struc_wall_02_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_02\brt_outfield_struc_wall_02_tech.cs2.collision
brt_outfield_struc_wall_03	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_03\brt_outfield_struc_wall_03_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_03\brt_outfield_struc_wall_03_tech.cs2.collision
brt_outfield_struc_wall_04	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_04\brt_outfield_struc_wall_04_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_04\brt_outfield_struc_wall_04_tech.cs2.collision
brt_outfield_struc_wall_long_ascend	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_long_ascend\brt_outfield_struc_wall_long_ascend_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_long_ascend\brt_outfield_struc_wall_long_ascend_tech.cs2.collision
brt_outfield_struc_wall_long_curved	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_struc_wall_long_curved\brt_outfield_struc_wall_long_curved_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_long_curved\brt_outfield_struc_wall_long_curved_tech.cs2.collision
brt_outfield_tower_base	buildings/brt/outfield			rigidmodels\buildings\brt_outfield_tower_base\brt_outfield_tower_base_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_tower_base\brt_outfield_tower_base_tech.cs2.collision
brt_prop_junk_01	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_junk_01\brt_prop_junk_01_tech.cs2.parsed	rigidmodels\buildings\brt_prop_junk_01\brt_prop_junk_01_tech.cs2.collision
brt_prop_junk_02	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_junk_02\brt_prop_junk_02_tech.cs2.parsed	rigidmodels\buildings\brt_prop_junk_02\brt_prop_junk_02_tech.cs2.collision
brt_prop_junk_03	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_junk_03\brt_prop_junk_03_tech.cs2.parsed	rigidmodels\buildings\brt_prop_junk_03\brt_prop_junk_03_tech.cs2.collision
brt_prop_lance_01	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_lance_01\brt_prop_lance_01_tech.cs2.parsed	rigidmodels\buildings\brt_prop_lance_01\brt_prop_lance_01_tech.cs2.collision
brt_prop_lance_add_01	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_lance_add_01\brt_prop_lance_add_01_tech.cs2.parsed	rigidmodels\buildings\brt_prop_lance_add_01\brt_prop_lance_add_01_tech.cs2.collision
brt_prop_masonry_02	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_masonry_02\brt_prop_masonry_02_tech.cs2.parsed	rigidmodels\buildings\brt_prop_masonry_02\brt_prop_masonry_02_tech.cs2.collision
brt_prop_masonry_03	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_masonry_03\brt_prop_masonry_03_tech.cs2.parsed	rigidmodels\buildings\brt_prop_masonry_03\brt_prop_masonry_03_tech.cs2.collision
brt_prop_water_wheel_02	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_water_wheel_02\brt_prop_water_wheel_02_tech.cs2.parsed	rigidmodels\buildings\brt_prop_water_wheel_02\brt_prop_water_wheel_02_tech.cs2.collision
brt_prop_wood_01	buildings/brt/infield/props			rigidmodels\buildings\brt_prop_wood_01\brt_prop_wood_01_tech.cs2.parsed	rigidmodels\buildings\brt_prop_wood_01\brt_prop_wood_01_tech.cs2.collision
brt_rocklrg_01	terrain_props/wh_rocks			rigidmodels\buildings\brt_rocklrg_01\brt_rocklrg_01_tech.cs2.parsed	rigidmodels\buildings\brt_rocklrg_01\brt_rocklrg_01_tech.cs2.collision
brt_rockmed_01	terrain_props/wh_rocks			rigidmodels\buildings\brt_rockmed_01\brt_rockmed_01_tech.cs2.parsed	rigidmodels\buildings\brt_rockmed_01\brt_rockmed_01_tech.cs2.collision
brt_rockmed_02	terrain_props/wh_rocks			rigidmodels\buildings\brt_rockmed_02\brt_rockmed_02_tech.cs2.parsed	rigidmodels\buildings\brt_rockmed_02\brt_rockmed_02_tech.cs2.collision
brt_rocksml_01	terrain_props/wh_rocks			rigidmodels\buildings\brt_rocksml_01\brt_rocksml_01_tech.cs2.parsed	rigidmodels\buildings\brt_rocksml_01\brt_rocksml_01_tech.cs2.collision
brt_rocksml_02	terrain_props/wh_rocks			rigidmodels\buildings\brt_rocksml_02\brt_rocksml_02_tech.cs2.parsed	rigidmodels\buildings\brt_rocksml_02\brt_rocksml_02_tech.cs2.collision
brt_seacliff_a	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_a\brt_seacliff_a_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_a\brt_seacliff_a_tech.cs2.collision
brt_seacliff_b	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b\brt_seacliff_b_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b\brt_seacliff_b_tech.cs2.collision
brt_seacliff_b_01	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_01\brt_seacliff_b_01_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_01\brt_seacliff_b_01_tech.cs2.collision
brt_seacliff_b_02	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_02\brt_seacliff_b_02_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_02\brt_seacliff_b_02_tech.cs2.collision
brt_seacliff_b_02_a	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_02_a\brt_seacliff_b_02_a_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_02_a\brt_seacliff_b_02_a_tech.cs2.collision
brt_seacliff_b_02_b	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_02_b\brt_seacliff_b_02_b_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_02_b\brt_seacliff_b_02_b_tech.cs2.collision
brt_seacliff_b_02_c	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_02_c\brt_seacliff_b_02_c_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_02_c\brt_seacliff_b_02_c_tech.cs2.collision
brt_seacliff_b_04	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_04\brt_seacliff_b_04_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_04\brt_seacliff_b_04_tech.cs2.collision
brt_seacliff_b_05	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_05\brt_seacliff_b_05_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_05\brt_seacliff_b_05_tech.cs2.collision
brt_seacliff_b_06	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_06\brt_seacliff_b_06_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_06\brt_seacliff_b_06_tech.cs2.collision
brt_seacliff_b_07	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_b_07\brt_seacliff_b_07_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_b_07\brt_seacliff_b_07_tech.cs2.collision
brt_seacliff_formation_01	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_formation_01\brt_seacliff_formation_01_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_formation_01\brt_seacliff_formation_01_tech.cs2.collision
brt_seacliff_formation_02	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_formation_02\brt_seacliff_formation_02_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_formation_02\brt_seacliff_formation_02_tech.cs2.collision
brt_seacliff_formation_03	terrain_props/wh_cliffs			rigidmodels\buildings\brt_seacliff_formation_03\brt_seacliff_formation_03_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_formation_03\brt_seacliff_formation_03_tech.cs2.collision
brt_slum_bridge_01	buildings/brt/bridges			rigidmodels\buildings\brt_slum_bridge_01\brt_slum_bridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_slum_bridge_01\brt_slum_bridge_01_tech.cs2.collision
brt_slum_bridge_02	buildings/brt/bridges			rigidmodels\buildings\brt_slum_bridge_02\brt_slum_bridge_02_tech.cs2.parsed	rigidmodels\buildings\brt_slum_bridge_02\brt_slum_bridge_02_tech.cs2.collision
brt_slumstairs_01	blockout/blockouts_bretonnia			rigidmodels\buildings\brt_slumstairs_01\brt_slumstairs_01_tech.cs2.parsed	rigidmodels\buildings\brt_slumstairs_01\brt_slumstairs_01_tech.cs2.collision
brt_statue_he_01	buildings/brt/statues			rigidmodels\buildings\brt_statue_he_01\brt_statue_he_01_tech.cs2.parsed	rigidmodels\buildings\brt_statue_he_01\brt_statue_he_01_tech.cs2.collision
brt_stone_a	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_a\brt_stone_a_tech.cs2.parsed	rigidmodels\buildings\brt_stone_a\brt_stone_a_tech.cs2.collision
brt_stone_b	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_b\brt_stone_b_tech.cs2.parsed	rigidmodels\buildings\brt_stone_b\brt_stone_b_tech.cs2.collision
brt_stone_bridge_long	buildings/brt/bridges			rigidmodels\buildings\brt_stone_bridge_long\brt_stone_bridge_long_tech.cs2.parsed	rigidmodels\buildings\brt_stone_bridge_long\brt_stone_bridge_long_tech.cs2.collision
brt_stone_bridge_lrg	buildings/brt/bridges			rigidmodels\buildings\brt_stone_bridge_lrg\brt_stone_bridge_lrg_tech.cs2.parsed	rigidmodels\buildings\brt_stone_bridge_lrg\brt_stone_bridge_lrg_tech.cs2.collision
brt_stone_c	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_c\brt_stone_c_tech.cs2.parsed	rigidmodels\buildings\brt_stone_c\brt_stone_c_tech.cs2.collision
brt_stone_d	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_d\brt_stone_d_tech.cs2.parsed	rigidmodels\buildings\brt_stone_d\brt_stone_d_tech.cs2.collision
brt_stone_e	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_e\brt_stone_e_tech.cs2.parsed	rigidmodels\buildings\brt_stone_e\brt_stone_e_tech.cs2.collision
brt_stone_f	terrain_props/wh_rocks			rigidmodels\buildings\brt_stone_f\brt_stone_f_tech.cs2.parsed	rigidmodels\buildings\brt_stone_f\brt_stone_f_tech.cs2.collision
brt_tower_01	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_01\brt_tower_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_01\brt_tower_01_tech.cs2.collision
brt_tower_02	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_02\brt_tower_02_tech.cs2.parsed	rigidmodels\buildings\brt_tower_02\brt_tower_02_tech.cs2.collision
brt_tower_03	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_03\brt_tower_03_tech.cs2.parsed	rigidmodels\buildings\brt_tower_03\brt_tower_03_tech.cs2.collision
brt_tower_04	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_04\brt_tower_04_tech.cs2.parsed	rigidmodels\buildings\brt_tower_04\brt_tower_04_tech.cs2.collision
brt_tower_05	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_05\brt_tower_05_tech.cs2.parsed	rigidmodels\buildings\brt_tower_05\brt_tower_05_tech.cs2.collision
brt_tower_06	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_06\brt_tower_06_tech.cs2.parsed	rigidmodels\buildings\brt_tower_06\brt_tower_06_tech.cs2.collision
brt_tower_balcony_01	buildings/brt/hero_buildings			rigidmodels\buildings\brt_tower_balcony_01\brt_tower_balcony_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_balcony_01\brt_tower_balcony_01_tech.cs2.collision
brt_tower_brick_01	buildings/brt/infield/houses			rigidmodels\buildings\brt_tower_brick_01\brt_tower_brick_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_brick_01\brt_tower_brick_01_tech.cs2.collision
brt_tower_free_01	buildings/brt/towers			rigidmodels\buildings\brt_tower_free_01\brt_tower_free_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_free_01\brt_tower_free_01_tech.cs2.collision
brt_tower_stone_01	buildings/brt/infield/houses			rigidmodels\buildings\brt_tower_stone_01\brt_tower_stone_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_stone_01\brt_tower_stone_01_tech.cs2.collision
brt_tower_stone_02	buildings/brt/infield/houses			rigidmodels\buildings\brt_tower_stone_02\brt_tower_stone_02_tech.cs2.parsed	rigidmodels\buildings\brt_tower_stone_02\brt_tower_stone_02_tech.cs2.collision
brt_tower_stone_03	buildings/brt/infield/houses			rigidmodels\buildings\brt_tower_stone_03\brt_tower_stone_03_tech.cs2.parsed	rigidmodels\buildings\brt_tower_stone_03\brt_tower_stone_03_tech.cs2.collision
brt_tower_wood_cap_01	buildings/brt/infield/house_pieces			rigidmodels\buildings\brt_tower_wood_cap_01\brt_tower_wood_cap_01_tech.cs2.parsed	rigidmodels\buildings\brt_tower_wood_cap_01\brt_tower_wood_cap_01_tech.cs2.collision
brt_wall_angled_joiner	buildings/brt/walls			rigidmodels\buildings\brt_wall_angled_joiner\brt_wall_angled_joiner_tech.cs2.parsed	rigidmodels\buildings\brt_wall_angled_joiner\brt_wall_angled_joiner_tech.cs2.collision
brt_wall_angled_to_grid_joiner	buildings/brt/walls			rigidmodels\buildings\brt_wall_angled_to_grid_joiner\brt_wall_angled_to_grid_joiner_tech.cs2.parsed	rigidmodels\buildings\brt_wall_angled_to_grid_joiner\brt_wall_angled_to_grid_joiner_tech.cs2.collision
brt_wall_bartizan01	brt/walls			rigidmodels\buildings\brt_wall_bartizan01\brt_wall_bartizan01_tech.cs2.parsed	rigidmodels\buildings\brt_wall_bartizan01\brt_wall_bartizan01_tech.cs2.collision
