agent	faction	subtype	mod_disabled
colonel	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_prince	false
general	wh2_dlc11_cst_shanty_dragon_spine_privateers	wh2_main_hef_prince	false
colonel	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_lord	false
general	wh2_dlc11_cst_shanty_middle_sea_brigands	wh_main_emp_lord	false
colonel	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_shanty_shark_straight_seadogs	wh2_dlc11_cst_admiral_death	false
champion	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_noctilus	false
minister	wh2_dlc11_cst_the_drowned_separatists	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_cylostra	false
minister	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_admiral_vampires	false
spy	wh2_dlc11_cst_the_drowned	wh2_dlc11_cst_ghost_paladin	false
champion	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast_encounters	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_aranessa	false
general	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast_qb1	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_aranessa	false
general	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast_qb2	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_aranessa	false
general	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast_qb3	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_aranessa	false
general	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast_qb4	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_vampires	false
minister	wh2_dlc11_cst_vampire_coast_rebellion_rebels	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_vampires	false
minister	wh2_dlc11_cst_vampire_coast_rebels	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_noctilus	false
minister	wh2_dlc11_cst_vampire_coast_separatists	wh2_dlc11_cst_admiral_vampires	false
champion	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_mourngul	false
colonel	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_vampires	false
dignitary	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_fleet_captain_death	false
dignitary	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_fleet_captain_deep	false
dignitary	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_fleet_captain_vampires	false
engineer	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_gunnery_wight	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_death	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_deep	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_fem_death	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_fem_deep	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_fem_vampires	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_tech_01	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_tech_02	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_tech_03	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_tech_04	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_vampires	false
general	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_harkon	false
minister	wh2_dlc11_cst_vampire_coast	wh2_dlc11_cst_admiral_vampires	false
colonel	wh2_dlc11_def_dark_elves_dil	wh2_main_def_dreadlord	false
general	wh2_dlc11_def_dark_elves_dil	wh2_dlc14_def_high_beastmaster	false
general	wh2_dlc11_def_dark_elves_dil	wh2_main_def_dreadlord	false
champion	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc14_def_master	false
colonel	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_dreadlord	false
dignitary	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_death_hag	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_supreme_sorceress_beasts	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_supreme_sorceress_dark	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_supreme_sorceress_death	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_supreme_sorceress_fire	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_supreme_sorceress_shadow	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc11_def_lokhir	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc14_def_high_beastmaster	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_black_ark	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_dreadlord	false
general	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_dreadlord_fem	false
minister	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_dreadlord	false
spy	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_khainite_assassin	false
wizard	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_sorceress_beasts	false
wizard	wh2_dlc11_def_the_blessed_dread_separatists	wh2_dlc10_def_sorceress_death	false
wizard	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_sorceress_dark	false
wizard	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_sorceress_fire	false
wizard	wh2_dlc11_def_the_blessed_dread_separatists	wh2_main_def_sorceress_shadow	false
champion	wh2_dlc11_def_the_blessed_dread	wh2_dlc14_def_master	false
colonel	wh2_dlc11_def_the_blessed_dread	wh2_main_def_dreadlord	false
dignitary	wh2_dlc11_def_the_blessed_dread	wh2_main_def_death_hag	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_supreme_sorceress_beasts	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_supreme_sorceress_dark	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_supreme_sorceress_death	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_supreme_sorceress_fire	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_supreme_sorceress_shadow	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc11_def_lokhir	false
general	wh2_dlc11_def_the_blessed_dread	wh2_dlc14_def_high_beastmaster	false
general	wh2_dlc11_def_the_blessed_dread	wh2_main_def_black_ark	false
general	wh2_dlc11_def_the_blessed_dread	wh2_main_def_black_ark_blessed_dread	false
general	wh2_dlc11_def_the_blessed_dread	wh2_main_def_dreadlord	false
general	wh2_dlc11_def_the_blessed_dread	wh2_main_def_dreadlord_fem	false
minister	wh2_dlc11_def_the_blessed_dread	wh2_main_def_dreadlord	false
spy	wh2_dlc11_def_the_blessed_dread	wh2_main_def_khainite_assassin	false
wizard	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_sorceress_beasts	false
wizard	wh2_dlc11_def_the_blessed_dread	wh2_dlc10_def_sorceress_death	false
wizard	wh2_dlc11_def_the_blessed_dread	wh2_main_def_sorceress_dark	false
wizard	wh2_dlc11_def_the_blessed_dread	wh2_main_def_sorceress_fire	false
wizard	wh2_dlc11_def_the_blessed_dread	wh2_main_def_sorceress_shadow	false
colonel	wh2_dlc11_emp_empire_dil	wh_main_emp_lord	false
engineer	wh2_dlc11_emp_empire_dil	wh3_dlc25_emp_engineer	false
general	wh2_dlc11_emp_empire_dil	wh3_dlc25_emp_master_engineer	false
general	wh2_dlc11_emp_empire_dil	wh_main_emp_lord	false
colonel	wh2_dlc11_nor_norsca_dil	wh_main_nor_marauder_chieftain	false
general	wh2_dlc11_nor_norsca_dil	wh_main_nor_marauder_chieftain	false
colonel	wh2_dlc11_nor_norsca_qb4	wh_main_nor_marauder_chieftain	false
general	wh2_dlc11_nor_norsca_qb4	wh_main_nor_marauder_chieftain	false
wizard	wh2_dlc11_nor_norsca_qb4	wh_dlc08_nor_shaman_sorcerer_fire	false
champion	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc17_vmp_kevon_lloydstein	false
champion	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_wight_king	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_lord	false
dignitary	wh2_dlc11_vmp_the_barrow_legion	wh_dlc05_vmp_vampire_shadow	false
dignitary	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_vampire_death	false
general	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_lahmian	false
general	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_necrarch	false
general	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_strigoi	false
general	wh2_dlc11_vmp_the_barrow_legion	wh2_dlc11_vmp_bloodline_von_carstein	false
general	wh2_dlc11_vmp_the_barrow_legion	wh_dlc04_vmp_strigoi_ghoul_king	false
general	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_heinrich_kemmler	false
general	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_lord	false
general	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_master_necromancer	false
minister	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_lord	false
spy	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_banshee	false
wizard	wh2_dlc11_vmp_the_barrow_legion	wh_main_vmp_necromancer	false
champion	wh2_dlc12_grn_leaf_cutterz_tribe	wh2_pro09_grn_black_orc_big_boss	false
colonel	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_orc_warboss	false
general	wh2_dlc12_grn_leaf_cutterz_tribe	wh_dlc06_grn_night_goblin_warboss	false
general	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_goblin_great_shaman	false
general	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_orc_warboss	false
minister	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_orc_warboss	false
runesmith	wh2_dlc12_grn_leaf_cutterz_tribe	wh2_dlc15_grn_river_troll_hag	false
spy	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_goblin_big_boss	false
wizard	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_night_goblin_shaman	false
wizard	wh2_dlc12_grn_leaf_cutterz_tribe	wh_main_grn_orc_shaman	false
champion	wh2_dlc12_lzd_cult_of_sotek	wh2_main_lzd_saurus_scar_veteran	false
colonel	wh2_dlc12_lzd_cult_of_sotek	wh2_main_lzd_saurus_old_blood	false
general	wh2_dlc12_lzd_cult_of_sotek	wh2_dlc12_lzd_red_crested_skink_chief	false
general	wh2_dlc12_lzd_cult_of_sotek	wh2_dlc12_lzd_red_crested_skink_chief_legendary	false
