member	attitude
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_KarondKar_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_SsildraTor_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_TheForgebound_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Chrace_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_CitadelofDusk_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Prince2_Faction_Ellyrion_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionBretonnia_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionChaos_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionChaos_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionDarkElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionDarkElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionDwarf_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionDwarf_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionEmpire_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionEmpire_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionGreenskin_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionGreenskin_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionHighElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionHighElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionLizardmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionLizardmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionSkaven_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionSkaven_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionTombKings_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionTombKings_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionVamp_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionVamp_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionWoodElves_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_OtherFactionWoodElves_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Cothique_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionBeastmen_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionBeastmen_&_Positive	friendly
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionBretonnia_&_Negative	hostile
diplomacy_FactionGroup_HE_Princess_Faction_Saphery_&_OtherFactionBretonnia_&_Positive	friendly
