campaign_payload	token	is_triggered_conditionally	designer_description	visual_sort_order
wh3_dlc29_magic_summon_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_1	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warpseer_1	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_1_rank_bundle	wh3_dlc29_magic_summon_verminlord_warpseer_1	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warpseer_1	false		3
wh3_dlc29_skv_spawn_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_1	false		0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warpseer_1	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warpseer_2	wh3_dlc29_magic_summon_verminlord_warpseer_2	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warpseer_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_magic_summon_verminlord_warpseer_2	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warpseer_2	false		3
wh3_dlc29_skv_spawn_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_2	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warpseer_2	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warpseer_3	wh3_dlc29_magic_summon_verminlord_warpseer_3	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warpseer_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_magic_summon_verminlord_warpseer_3	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warpseer_3	false		3
wh3_dlc29_skv_spawn_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_3	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warpseer_3	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warpseer_4	wh3_dlc29_magic_summon_verminlord_warpseer_4	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warpseer_4	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_magic_summon_verminlord_warpseer_4	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warpseer_4	false		3
wh3_dlc29_skv_spawn_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_4	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warpseer_4	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_magic_summon_verminlord_warpseer_5	wh3_dlc29_magic_summon_verminlord_warpseer_5	false	Add units	0
wh3_dlc29_skv_bundle_magic_summon_verminlord_spawn	wh3_dlc29_magic_summon_verminlord_warpseer_5	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_magic_summon_verminlord_warpseer_5	false	Fake Effect Bundle for Description	2
wh3_dlc29_skv_magic_thanquol_lose_warpstone_200	wh3_dlc29_magic_summon_verminlord_warpseer_5	false		3
wh3_dlc29_skv_spawn_verminlord_warpseer_1	wh3_dlc29_magic_summon_verminlord_warpseer_5	false	Scripted logic payload - Summon Verminlord	0
wh3_dlc29_skv_thanquol_add_magic_1	wh3_dlc29_magic_summon_verminlord_warpseer_5	false	Magic Plans - Part of Combo Pieces to complete plan	0
wh3_dlc29_bundle_magic_upgrade_verminlord_1	wh3_dlc29_magic_upgrade_verminlord_1	false	Dummy Effect Bundle for Description	0
wh3_dlc29_bundle_magic_upgrade_verminlord	wh3_dlc29_magic_upgrade_verminlord_2	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_2_rank_bundle	wh3_dlc29_magic_upgrade_verminlord_2	false	Dummy Effect Bundle for Description	2
wh3_dlc29_bundle_magic_upgrade_verminlord	wh3_dlc29_magic_upgrade_verminlord_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_3_rank_bundle	wh3_dlc29_magic_upgrade_verminlord_3	false	Dummy Effect Bundle for Description	2
wh3_dlc29_bundle_magic_upgrade_verminlord	wh3_dlc29_magic_upgrade_verminlord_4	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_4_rank_bundle	wh3_dlc29_magic_upgrade_verminlord_4	false	Dummy Effect Bundle for Description	2
wh3_dlc29_bundle_magic_upgrade_verminlord	wh3_dlc29_magic_upgrade_verminlord_5	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_magic_summon_verminlord_5_rank_bundle	wh3_dlc29_magic_upgrade_verminlord_5	false	Dummy Effect Bundle for Description	2
wh3_dlc29_skv_magic_verminlord_rank_up	wh3_dlc29_magic_verminlord_rank_up	false	Fake Effect Bundle for Description	0
wh3_dlc29_bundle_military_action_assassin_2	wh3_dlc29_military_action_assassin_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_assassin_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_assassin_3	wh3_dlc29_military_action_assassin_3	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_assassin_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_action_draw_assassin	wh3_dlc29_military_action_assassin_draw	false	Dummy Effect Bundles for Description	0
wh3_dlc29_draw_bounty	wh3_dlc29_military_action_assassin_draw	false	Chance to draw bounty	0
wh3_dlc29_military_action_draw_assassin	wh3_dlc29_military_action_assassin_draw	false	Draw Positive Filtered token	0
wh3_dlc29_skv_bundle_cooldown_3	wh3_dlc29_military_action_assassin_draw	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_assassin	wh3_dlc29_military_action_assassin	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_assassin	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_chieftain_0	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_chieftain_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_chieftain_0	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_2000	wh3_dlc29_military_action_bounty_chieftain_0	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_chieftain_0	wh3_dlc29_military_action_bounty_chieftain_0	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_chieftain_1	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_chieftain_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_chieftain_1	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_4000	wh3_dlc29_military_action_bounty_chieftain_1	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_chieftain_1	wh3_dlc29_military_action_bounty_chieftain_1	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_packmaster_0	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_packmaster_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_packmaster_0	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_2000	wh3_dlc29_military_action_bounty_packmaster_0	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_packmaster_0	wh3_dlc29_military_action_bounty_packmaster_0	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_packmaster_2	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_packmaster_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_packmaster_2	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_4000	wh3_dlc29_military_action_bounty_packmaster_2	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_packmaster_2	wh3_dlc29_military_action_bounty_packmaster_2	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_plague_priest_0	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_plague_priest_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_plague_priest_0	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_2000	wh3_dlc29_military_action_bounty_plague_priest_0	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_plague_priest_0	wh3_dlc29_military_action_bounty_plague_priest_0	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_plague_priest_2	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_plague_priest_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_plague_priest_2	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_4000	wh3_dlc29_military_action_bounty_plague_priest_2	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_plague_priest_2	wh3_dlc29_military_action_bounty_plague_priest_2	false	Targeting Component	0
wh3_dlc29_bundle_action_remove_green_token	wh3_dlc29_military_action_bounty_warlock_engineer	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_single_use	wh3_dlc29_military_action_bounty_warlock_engineer	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_bounty_warlock_engineer	false	Remove Target	0
wh3_dlc29_skv_thanquol_add_money_instant_2000	wh3_dlc29_military_action_bounty_warlock_engineer	false	Treasury - Military Plan	2
wh3_dlc29_target_military_action_bounty_warlock_engineer	wh3_dlc29_military_action_bounty_warlock_engineer	false	Targeting Component	0
wh3_dlc29_bundle_military_action_chieftain_0	wh3_dlc29_military_action_chieftain_0	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_chieftain_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_chieftain_1	wh3_dlc29_military_action_chieftain_1	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_chieftain_1	false	Dummy Description for Action token	1
wh3_dlc29_bundle_military_action_chieftain_2	wh3_dlc29_military_action_chieftain_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_chieftain_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_eshin_sorcerer_1	wh3_dlc29_military_action_eshin_sorcerer_1	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_eshin_sorcerer_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_eshin_sorcerer_2	wh3_dlc29_military_action_eshin_sorcerer_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_eshin_sorcerer_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_eshin_sorcerer	wh3_dlc29_military_action_eshin_sorcerer	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_eshin_sorcerer	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_packmaster_0	wh3_dlc29_military_action_packmaster_0	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_packmaster_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_packmaster_1	wh3_dlc29_military_action_packmaster_1	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_packmaster_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_packmaster_2	wh3_dlc29_military_action_packmaster_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_packmaster_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_plague_priest_0	wh3_dlc29_military_action_plague_priest_0	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_plague_priest_0	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_plague_priest_1	wh3_dlc29_military_action_plague_priest_1	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_plague_priest_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_plague_priest_2	wh3_dlc29_military_action_plague_priest_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_plague_priest_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_add_plague_censer_bearers	wh3_dlc29_military_action_skill_grey_seer_censer_bearers	false	Military Plan Units	0
wh3_dlc29_bundle_military_action_skill_grey_seer_draw_units_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	false	Dummy Effect Bundles for Description	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_1	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	false	Select Tokens - Grey Seer Military	0
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_military_action_skill_grey_seer_draw_units_1	false	Targeting Component	0
wh3_dlc29_bundle_military_action_skill_grey_seer_draw_units_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	false	Dummy Effect Bundles for Description	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	false	Draw tokens - Grey Seer	0
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_military_action_skill_grey_seer_draw_units_2	false	Targeting Component	0
wh3_dlc29_bundle_military_action_skill_grey_seer_draw_units_3	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	false	Dummy Effect Bundles for Description	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_3	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	false	Draw tokens - Grey Seer	0
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_military_action_skill_grey_seer_draw_units_3	false	Targeting Component	0
wh3_dlc29_bundle_military_action_skill_grey_seer_draw_units_4	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	false	Dummy Effect Bundles for Description	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_4	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	false	Draw tokens - Grey Seer	0
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_military_action_skill_grey_seer_draw_units_4	false	Targeting Component	0
wh3_dlc29_bundle_military_action_skill_grey_seer_draw_units_5	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	false	Dummy Effect Bundles for Description	1
wh3_dlc29_military_action_skill_grey_seer_draw_units_5	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	false	Draw tokens - Grey Seer	0
wh3_dlc29_skv_bundle_cooldown_2	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	false	Remove selected tokens	0
wh3_dlc29_skv_target_green_to_replace_from_set	wh3_dlc29_military_action_skill_grey_seer_draw_units_5	false	Targeting Component	0
wh3_dlc29_skv_add_stormfiend_warpfire	wh3_dlc29_military_action_skill_grey_seer_stormfiend	false	Military Plan Units	0
wh3_dlc29_skv_add_stormvermin_0	wh3_dlc29_military_action_skill_grey_seer_stormvermin_generated	false	Military Plan Units	0
wh3_dlc29_bundle_action_skill_lose_tokens_spawn_cauldron_poxes	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_plague_draw	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	false	Chance to draw Plague token	0
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	false	Remove Targeted Tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_1	false	Targeting Payload	0
wh3_dlc29_bundle_action_skill_lose_tokens_spawn_cauldron_poxes	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cauldron_action_draw_1	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Dummy Effect Bundles for Description	2
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_cauldron_action_draw_1	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Chance to draw Pestilens units	0
wh3_dlc29_skv_plague_draw	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Chance to draw Plague token	0
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Remove Targeted Tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_2	false	Targeting Payload	0
wh3_dlc29_bundle_action_skill_lose_tokens_spawn_cauldron_poxes	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Dummy Effect Bundles for Description	1
wh3_dlc29_skv_bundle_cauldron_action_draw_2	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Dummy Effect Bundles for Description	2
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_cauldron_action_draw_2	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Chance to draw Pestilens units	0
wh3_dlc29_skv_plague_draw	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Chance to draw Plague token	0
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Remove Targeted Tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_3	false	Targeting Payload	0
wh3_dlc29_skv_add_cauldron_poxes	wh3_dlc29_military_action_skill_spawn_cauldron_poxes_generated	false	Military Payload units	0
wh3_dlc29_skv_add_death_globe_bombardiers	wh3_dlc29_military_action_skill_spawn_death_globe_bombadiers_generated	false	Military Payload units	0
wh3_dlc29_skv_add_hell_pit_abomination_dummy_payload_display	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1	false	Dummy Payload for UI visualization	2
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1	false	Payload to remove green tokens	0
wh3_dlc29_skv_target_green_2	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_1	false	Targeting Payload	1
wh3_dlc29_skv_add_hell_pit_abomination_dummy_payload_display	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2	false	Dummy Payload for UI visualization	2
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_remove_pinned_tokens_from_drawn	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2	false	Payload to remove green tokens	0
wh3_dlc29_skv_target_green_1	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_2	false	Targeting Payload	1
wh3_dlc29_skv_add_hell_pit_abomination	wh3_dlc29_military_action_skill_spawn_hell_pit_abomination_generated	false	Military Payload units	0
wh3_dlc29_skv_add_poison_wind_mortar	wh3_dlc29_military_action_skill_spawn_poisoned_wind_mortars_dlc_generated	false	Military Payload units	0
wh3_dlc29_skv_add_stormvermin_1_rank_9	wh3_dlc29_military_action_skill_spawn_stormvermin_rank_9_generated	false	Military Payload units	0
wh3_dlc29_skv_add_warp_doom_magma_cannon	wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon_generated	false	Military Payload units	0
wh3_dlc29_any_action_draw_warlock_negative	wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon	false	Warlock Red Draw	0
wh3_dlc29_bundle_action_skill_spawn_warp_doom_magma_cannon	wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon	false	Dummy Effect Bundles for Description	0
wh3_dlc29_skv_bundle_cooldown_4	wh3_dlc29_military_action_skill_spawn_warp_doom_magma_cannon	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_warlock_engineer_1	wh3_dlc29_military_action_warlock_engineer_2	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_warlock_engineer_2	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_warlock_engineer_2	wh3_dlc29_military_action_warlock_engineer_3	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_warlock_engineer_3	false	Dummy Effect Bundles for Description	4
wh3_dlc29_bundle_military_action_warlock_engineer	wh3_dlc29_military_action_warlock_engineer	false	Dummy Description for Action token	0
wh3_dlc29_skv_bundle_cooldown_13	wh3_dlc29_military_action_warlock_engineer	false	Dummy Effect Bundles for Description	4
wh3_dlc29_skv_add_hero_unit_assassin_2	wh3_dlc29_military_green_assassin_2	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_hero_unit_assassin_3	wh3_dlc29_military_green_assassin_3	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_hero_unit_assassin_1	wh3_dlc29_military_green_assassin	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_clanrats	wh3_dlc29_military_green_basic_infantry_1	false	Military Payload units	0
wh3_dlc29_skv_add_clanrats_shields	wh3_dlc29_military_green_basic_infantry_2	false	Military Payload units	0
wh3_dlc29_skv_add_clanrats_shields	wh3_dlc29_military_green_basic_infantry_grey_seer_3_generated	false	Military Payload units	0
wh3_dlc29_bundle_military_green_basic_infantry_grey_seer_3	wh3_dlc29_military_green_basic_infantry_grey_seer_3	false	Dummy Effect Bundle for Description	1
wh3_dlc29_skv_add_clanrats_shields	wh3_dlc29_military_green_basic_infantry_grey_seer_3	false	Military Payload units	0
wh3_dlc29_skv_add_clanrat_spears	wh3_dlc29_military_green_basic_infantry_spears_1	false	Military Payload units	0
wh3_dlc29_skv_add_clanrat_spears_shields	wh3_dlc29_military_green_basic_infantry_spears_2	false	Military Payload units	0
wh3_dlc29_skv_add_night_runners	wh3_dlc29_military_green_basic_missile_infantry_1	false	Military Payload units	0
wh3_dlc29_skv_add_night_runners_slingers	wh3_dlc29_military_green_basic_missile_infantry_slingers_1	false	Military Payload units	0
wh3_dlc29_skv_add_rat_ogres	wh3_dlc29_military_green_basic_monsters_1	false	Military Payload units	0
wh3_dlc29_skv_add_pusbags_x2	wh3_dlc29_military_green_basic_pusbags_1	false	Military - Weak Units	0
wh3_dlc29_skv_add_pusbags_x3	wh3_dlc29_military_green_basic_pusbags_2	false	Military - Weak Units	0
wh3_dlc29_skv_add_skavenslaves_x2	wh3_dlc29_military_green_basic_skavenslaves_lower_chance	false	Military - Weak Units	0
wh3_dlc29_skv_add_skavenslaves_x2	wh3_dlc29_military_green_basic_skavenslaves	false	Military - Weak Units	0
wh3_dlc29_skv_add_brood_horror	wh3_dlc29_military_green_brood_horror_dlc_1	false	Military Payload units	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_military_green_brood_horror_dlc_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_add_brood_horror	wh3_dlc29_military_green_brood_horror_dlc_2	false	Military Payload units	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_military_green_brood_horror_dlc_2	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_skv_add_hero_unit_chieftain_0	wh3_dlc29_military_green_chieftain_0	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_hero_unit_chieftain_1	wh3_dlc29_military_green_chieftain_1	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_hero_unit_chieftain_2	wh3_dlc29_military_green_chieftain_2	false	Military Plan Unit Payload	0
wh3_dlc29_skv_add_death_globe_bombardiers	wh3_dlc29_military_green_death_globe_bombadiers_1	false	Military Payload units	0
wh3_dlc29_skv_hidden_chaotic_draw_1	wh3_dlc29_military_green_death_globe_bombadiers_1	false	Hidden 2% chance for purple or red token	0
wh3_dlc29_draw_death_globe_bombadiers_1	wh3_dlc29_military_green_death_globe_bombadiers_2	false	Chance to copy unit	0
wh3_dlc29_skv_add_death_globe_bombardiers	wh3_dlc29_military_green_death_globe_bombadiers_2	false	Military Payload units	0
