key	agent_distribution_profile_key	agent_recruitment_profile_key	budget_policy_key	military_aggressiveness_policy	military_behaviour_policy	reliability_policy_key	technology_manager_key	allowed_for_random_selection	diplomatic_component	strategic_component	cultural_component	deal_generation_component	construction_system_policy	task_management_system_task_generation_profile	negotiation_component	income_allocation_policy	occupation_decision_component	empire_rivalry_component	trespassing_component	agent_embed_profile	character_skill_selection_policy	military_generator_config_override	tms_variables_profile	financial_context_control	ritual_policy	personality_variables_profile	displayed_trait_set	gds_occupation_decision_profile	gds_cultural_occupation_decision_profile	deal_evaluation_profile	strategic_profile	region_group_profile
wh3_empire_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_empire_minor	default_construction_system_policy	wh3_tms_generator_profiles_empire_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_empire_minor	occupation_decision_profile_default		wh3_deal_eval_profile_empire_minor	wh3_strategic_profile_default	default
wh3_greenskin_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_greenskin_minor	default_construction_system_policy	wh3_tms_generator_profiles_greenskin_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_greenskin_minor	occupation_decision_profile_raider		wh3_deal_eval_profile_greenskin_minor	wh3_strategic_profile_aggressive	default
wh3_khorne_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_khorne_skarbrand	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_brutal	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_khorne_skarbrand	occupation_decision_profile_chaos_kho		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos_aggressive	default
wh3_khorne_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_tms_generator_profiles_khorne_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_khorne_minor	occupation_decision_profile_chaos_kho		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_chaos_aggressive	default
wh3_khorne_skarbrand	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos_aggressive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_khorne_skarbrand	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_brutal	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_khorne_skarbrand	occupation_decision_profile_chaos_kho		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos_aggressive	wh3_chaos_region_hint_profile_khorne_skarbrand
wh3_kislev_boris	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_kislev_boris	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_boris	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_default	default
wh3_kislev_katarin	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_kislev_katarin	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_katarin	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_default	wh3_chaos_region_hint_profile_kislev_katarin
wh3_kislev_kostaltyn	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_vengeful	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_kislev_kostaltyn	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_kostaltyn	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_vengeful	wh3_chaos_region_hint_profile_kislev_kostaltyn
wh3_kislev_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_kislev_katarin	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_katarin	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_default	default
wh3_kislev_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_kislev_minor	default_construction_system_policy	wh3_tms_generator_profiles_kislev_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_minor	occupation_decision_profile_default		wh3_deal_eval_profile_kislev_minor	wh3_strategic_profile_default	default
wh3_kislev_ostankya	cai_adp_standard	cai_arp_standard	wh3_budget_policy_builder	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_defensive	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_kislev_ostankya	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_kislev_minor	occupation_decision_profile_default		wh3_deal_eval_profile_kislev	wh3_strategic_profile_defensive	wh3_chaos_region_hint_profile_kislev_ostankya
wh3_lizardmen_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_lizardmen_minor	default_construction_system_policy	wh3_tms_generator_profiles_lizardmen_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_lizardmen_minor	occupation_decision_profile_default		wh3_deal_eval_profile_lizardmen_minor	wh3_strategic_profile_default	default
wh3_norsca_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_norsca_minor	default_construction_system_policy	wh3_tms_generator_profiles_norsca_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_norsca_minor	occupation_decision_profile_default		wh3_deal_eval_profile_norsca_minor	wh3_strategic_profile_default	default
wh3_norsca_noretreat	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_noretreat	default	wh3_deal_generation_norsca_minor	default_construction_system_policy	wh3_tms_generator_profiles_norsca_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_norsca_minor	occupation_decision_profile_default		wh3_deal_eval_profile_norsca_minor	wh3_strategic_profile_default	default
wh3_norsca_vassal	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_norsca_minor	default_construction_system_policy	wh3_tms_generator_profiles_norsca_vassal	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_norsca_vassal	occupation_decision_profile_default		wh3_deal_eval_profile_norsca_vassal	wh3_strategic_profile_default	default
wh3_nurgle_kugath	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_nurgle_kugath	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_nurgle_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_nurgle	wh3_chaos_region_hint_profile_nurgle_kugath
wh3_nurgle_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_nurgle_kugath	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_nurgle_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_nurgle	default
wh3_nurgle_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_nurgle	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_tms_generator_profiles_nurgle_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos_elite_armies	wh3_personality_displayed_trait_set_nurgle_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_nurgle	default
wh3_ogre_greasus	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_ogre	default_construction_system_policy	wh3_tms_generator_profiles_ogre_greasus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_greasus	occupation_decision_profile_sacking		wh3_deal_eval_profile_ogre_greedy	wh3_strategic_profile_aggressive	wh3_chaos_region_hint_profile_ogre_greasus
wh3_ogre_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_ogre	default_construction_system_policy	wh3_tms_generator_profiles_ogre_greasus	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_greasus	occupation_decision_profile_sacking		wh3_deal_eval_profile_ogre_greedy	wh3_strategic_profile_aggressive	default
wh3_ogre_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive	default	wh3_deal_generation_ogre_minor	default_construction_system_policy	wh3_tms_generator_profiles_ogre_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_minor	occupation_decision_profile_default		wh3_deal_eval_profile_ogre_minor	wh3_strategic_profile_aggressive	default
wh3_ogre_skrag	cai_adp_standard	cai_arp_standard	wh3_budget_policy_militaristic	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_ogre	default_construction_system_policy	wh3_tms_generator_profiles_ogre_skrag	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_elite_armies	wh3_personality_displayed_trait_set_ogre_skrag	occupation_decision_profile_default		wh3_deal_eval_profile_ogre	wh3_strategic_profile_aggressive_opportunistic	default
wh3_prologue_active	cai_adp_standard	cai_arp_standard	wh3_prologue_active	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_prologue_bellicose	default	wh3_deal_generation_dummy	wh3_prologue_construction_system_policy	wh3_tms_generator_profiles_prologue_active	wh3_negotiation_passive	wh3_prologue	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_default	strategic_profile_aggressive	default
wh3_prologue_defensive	cai_adp_standard	cai_arp_standard	wh3_prologue_active	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_prologue_ignore_threat	default	wh3_deal_generation_dummy	wh3_prologue_construction_system_policy	wh3_tms_generator_profiles_prologue_defensive	wh3_negotiation_passive	wh3_prologue_peaceful	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_default	strategic_profile_ignore_threat	default
wh3_prologue_diplomatic	cai_adp_standard	cai_arp_standard	wh3_prologue_active	cai_pmap_medium	cai_pmbp_preservist	cai_prp_default	default	true	wh3_default	wh3_strategic_component_prologue	dislikes_norsca	wh3_deal_generation_prologue	wh3_prologue_construction_system_policy	wh3_tms_generator_profiles_prologue_passive	wh3_negotiation_passive	wh3_prologue	dont_use	wh3_default	prologue	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_prologue	strategic_profile_default	default
wh3_prologue_frenzy	cai_adp_standard	cai_arp_standard	wh3_prologue_active	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_frenzied	default	wh3_deal_generation_dummy	wh3_prologue_construction_system_policy	wh3_tms_generator_profiles_prologue_active	wh3_negotiation_passive	wh3_prologue	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_default	wh3_strategic_profile_frenzied	default
wh3_prologue_survivors	cai_adp_standard	cai_arp_standard	wh3_prologue_active	cai_pmap_medium	cai_pmbp_preservist	cai_prp_default	default	true	wh3_default	wh3_strategic_component_prologue	default	wh3_deal_generation_prologue	wh3_prologue_construction_system_policy	wh3_tms_generator_profiles_prologue_passive	wh3_negotiation_passive	wh3_prologue	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_default		wh3_deal_eval_profile_default	strategic_profile_default	default
wh3_realms	cai_adp_standard	cai_arp_standard	wh3_budget_policy_rogue	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rogue	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_realms	occupation_decision_profile_sacking		wh3_deal_eval_profile_rogue	wh3_strategic_profile_aggressive_opportunistic	default
wh3_rift_spawned_khorne	cai_adp_standard	cai_arp_standard	wh3_budget_policy_only_agent	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_rift_spawned	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rift_spawned_khorne	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	wh3_rift_agents	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_only_raze		wh3_deal_eval_profile_default	wh3_strategic_profile_rift_spawned	default
wh3_rift_spawned_legion	cai_adp_standard	cai_arp_standard	wh3_budget_policy_only_agent	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_rift_spawned	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rift_spawned_legion	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	wh3_rift_agents	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_only_raze		wh3_deal_eval_profile_default	wh3_strategic_profile_rift_spawned	default
wh3_rift_spawned_nurgle	cai_adp_standard	cai_arp_standard	wh3_budget_policy_only_agent	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_rift_spawned	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rift_spawned_nurgle	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	wh3_rift_agents	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_default	occupation_decision_profile_only_raze		wh3_deal_eval_profile_default	wh3_strategic_profile_rift_spawned	default
wh3_rift_spawned_slaanesh	cai_adp_standard	cai_arp_standard	wh3_budget_policy_only_agent	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_rift_spawned	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rift_spawned_slaanesh	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	wh3_rift_agents	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_only_raze		wh3_deal_eval_profile_default	wh3_strategic_profile_rift_spawned	default
wh3_rift_spawned_tzeentch	cai_adp_standard	cai_arp_standard	wh3_budget_policy_only_agent	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_rift_spawned	default	wh3_deal_generation_dummy	default_construction_system_policy	wh3_tms_generator_profiles_rift_spawned_tzeentch	wh3_negotiation_passive	wh3_default	dont_use	wh3_default	default	wh3_rift_agents	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_default	occupation_decision_profile_only_raze		wh3_deal_eval_profile_default	wh3_strategic_profile_rift_spawned	default
wh3_rogue	cai_adp_standard	cai_arp_standard	wh3_budget_policy_rogue	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_aggressive_opportunistic	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_rogue	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_rogue	occupation_decision_profile_sacking		wh3_deal_eval_profile_rogue	wh3_strategic_profile_aggressive_opportunistic	default
wh3_skaven_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_cowardly	default	wh3_deal_generation_skaven_minor	default_construction_system_policy	wh3_tms_generator_profiles_skaven_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_skaven_minor	occupation_decision_profile_skaven		wh3_deal_eval_profile_skaven_minor	wh3_strategic_profile_cowardly	default
wh3_slaanesh_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_slaanesh_nkari	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_slaanesh_nkari	occupation_decision_profile_daemons		wh3_deal_eval_profile_slaanesh	wh3_strategic_profile_chaos	default
wh3_slaanesh_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_tms_generator_profiles_slaanesh_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_slaanesh_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_slaanesh_minor	wh3_strategic_profile_chaos	default
wh3_slaanesh_nkari	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_slaanesh_nkari	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_slaanesh_nkari	occupation_decision_profile_daemons		wh3_deal_eval_profile_slaanesh	wh3_strategic_profile_chaos	wh3_chaos_region_hint_profile_slaanesh_nkari
wh3_teb_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_default	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_tms_generator_profiles_default	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_default	wh3_personality_displayed_trait_set_teb	occupation_decision_profile_default		wh3_deal_eval_profile_minor	wh3_strategic_profile_default	default
wh3_tzeentch_changeling	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_tzeentch_changeling	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_changeling		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	default
wh3_tzeentch_kairos	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_tzeentch_kairos	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	wh3_chaos_region_hint_profile_tzeentch_kairos
wh3_tzeentch_main	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_default	default_construction_system_policy	wh3_tms_generator_profiles_tzeentch_kairos	wh3_negotiation_default	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos	wh3_strategic_profile_chaos	default
wh3_tzeentch_minor	cai_adp_standard	cai_arp_standard	wh3_budget_policy_default	cai_pmap_medium	cai_pmbp_balanced	cai_prp_default	default	true	wh3_default	wh3_strategic_component_chaos	default	wh3_deal_generation_minor	default_construction_system_policy	wh3_tms_generator_profiles_tzeentch_minor	wh3_negotiation_minor	wh3_default	dont_use	wh3_default	default	default_all	default_character_skill_selection_policy		wh3_tms_variable_profile_default	default_financial_context_controls	default	wh3_chaos_personality_profile_chaos	wh3_personality_displayed_trait_set_tzeentch_minor	occupation_decision_profile_daemons		wh3_deal_eval_profile_chaos_minor	wh3_strategic_profile_chaos	default
