choice_key	dilemma_key	associated_audio_trigger
SECOND	wh_main_grn_lootas	
FIRST	wh_main_grn_wanderin_gits	
SECOND	wh_main_grn_wanderin_gits	
FIRST	wh_main_grn_wheres_ma_teef	
SECOND	wh_main_grn_wheres_ma_teef	
FIRST	wh_main_vmp_an_enemy_within	
SECOND	wh_main_vmp_an_enemy_within	
FIRST	wh_main_vmp_feasting_on_the_smallfolk	
SECOND	wh_main_vmp_feasting_on_the_smallfolk	
FIRST	wh_main_vmp_legacy_of_nagash	
SECOND	wh_main_vmp_legacy_of_nagash	
FIRST	wh_main_vmp_the_bloody_princes	
SECOND	wh_main_vmp_the_bloody_princes	
FIRST	wh_main_vmp_the_prince_of_nothing	
SECOND	wh_main_vmp_the_prince_of_nothing	
FIRST	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3	
SECOND	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3	
FIRST	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	
SECOND	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	
THIRD	wh_pro01_dwf_grombrindal_god_choice_grimnir_15	
FIRST	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	
SECOND	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	
THIRD	wh_pro01_dwf_grombrindal_god_choice_grimnir_25	
FIRST	wh_pro01_dwf_grombrindal_god_choice_grungni_15	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grungni_15	
SECOND	wh_pro01_dwf_grombrindal_god_choice_grungni_15	
THIRD	wh_pro01_dwf_grombrindal_god_choice_grungni_15	
FIRST	wh_pro01_dwf_grombrindal_god_choice_grungni_25	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_grungni_25	
SECOND	wh_pro01_dwf_grombrindal_god_choice_grungni_25	
THIRD	wh_pro01_dwf_grombrindal_god_choice_grungni_25	
FIRST	wh_pro01_dwf_grombrindal_god_choice_valaya_15	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_valaya_15	
SECOND	wh_pro01_dwf_grombrindal_god_choice_valaya_15	
THIRD	wh_pro01_dwf_grombrindal_god_choice_valaya_15	
FIRST	wh_pro01_dwf_grombrindal_god_choice_valaya_25	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_valaya_25	
SECOND	wh_pro01_dwf_grombrindal_god_choice_valaya_25	
THIRD	wh_pro01_dwf_grombrindal_god_choice_valaya_25	
FIRST	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	
SECOND	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	
THIRD	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_15	
FIRST	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	
FOURTH	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	
SECOND	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	
THIRD	wh_pro01_dwf_grombrindal_god_choice_white_dwarf_25	
